drug_category,ae,BCPNN,BCPNN lower bound,BCPNN upper bound,chi-squared,ROR,ROR lower bound,ROR upper bound,PRR,PRR lower bound,PRR upper bound,p-value,adjusted p-value,N,a,PRR filter,ROR filter,MHRA filter,BCPNN filter,p-value filter,Num passed filters
Immunotherapy,Encephalopathy,1.0942519433527582,0.8073987512133615,1.3744295446946944,352.19555606233064,2.3153540082234834,2.115823011738502,2.5337016157092003,2.309789681622794,2.110738203875535,2.527612549739838,4.300534880474898e-61,9.031123248997286e-58,2072800,548,pass,pass,pass,pass,pass,5
Targeted,Dyspareunia,-1.2538734053832639,-2.8783078595096465,0.4436069791777997,20.190681213791496,0.29121800342139675,0.166493829626759,0.5093757871199467,0.29122990432299656,0.16650063355598066,0.5093966032475509,1.9844306843588094e-06,0.004167304437153499,2072800,15,PRR 95% Confidence Interval is too low,ROR 95% Confidence Interval is too low,PRR is too low,pass,pass,2
Targeted,Depression,-0.15667570324023614,-0.2630525193046925,-0.05050640091601449,81.12835229669749,0.8314842637173436,0.7987464465002146,0.8655638893153902,0.83221993024577,0.7994531478186049,0.8663297082362884,1.3587451684403462e-19,2.853364853724727e-16,2072800,3900,PRR 95% Confidence Interval is too low,ROR 95% Confidence Interval is too low,PRR is too low,BCPNN 95% Confidence Interval is too low,pass,1
Targeted,Ventricular fibrillation,-0.6435089185456018,-1.0598779021787434,-0.22618383197570807,89.34740676895687,0.5029033249969721,0.43509419925819703,0.5812804554144958,0.5030441038125335,0.4352159961185172,0.5814431745097071,3.3973302541832466e-22,7.134393533784818e-19,2072800,253,PRR 95% Confidence Interval is too low,ROR 95% Confidence Interval is too low,PRR is too low,BCPNN 95% Confidence Interval is too low,pass,1
Targeted,Glaucoma,0.15891019317568597,-0.13265489836140607,0.4471949840811511,10.986254454477221,1.224568765815941,1.087286123339349,1.3791849541925516,1.2244370443465502,1.0871691687592449,1.379036601340675,0.00094036147649917,1.974759100648257,2072800,524,pass,pass,PRR is too low,pass,P-value is too high,3
Targeted,Phlebitis infective,-1.1076526645322198,-3.978525233237287,1.9639126510978282,3.4604877359713875,0.3300575585632075,0.11034262541559822,0.9872702553015882,0.33006055823272945,0.11034362824495887,0.9872792279320215,0.041986892203936796,88.17247362826728,2072800,4,PRR 95% Confidence Interval is too low,ROR 95% Confidence Interval is too low,PRR is too low,pass,P-value is too high,1
Targeted,Gastrointestinal fistula,-0.664418273422724,-1.834501345353471,0.5144382086039068,11.121789807227259,0.4930849304503613,0.32639583459922916,0.7449015056695575,0.49310252073323435,0.32640747842507867,0.7449280792421575,0.0006021106814224205,1.2644324309870831,2072800,31,PRR 95% Confidence Interval is too low,ROR 95% Confidence Interval is too low,PRR is too low,pass,P-value is too high,1
Targeted,Prostate infection,0.3000053043810264,-0.6331738115381591,1.1920106239182144,3.570373882474981,1.4924764074159753,1.003710055669378,2.2192522772004883,1.4924477415740809,1.003690777512872,2.2192096522487064,0.05237479042512831,109.98705989276947,2072800,52,pass,pass,PRR is too low,pass,P-value is too high,3
Targeted,Jejunal ulcer,-1.5930794917024615,-4.711733675790006,1.9321152653257372,5.982821339950654,0.22003775294247582,0.06481397852337163,0.7470088061715764,0.22004037215515296,0.06481475003458703,0.7470176981681038,0.007328843283655507,15.390570895676563,2072800,3,PRR 95% Confidence Interval is too low,ROR 95% Confidence Interval is too low,PRR is too low,pass,P-value is too high,1
Targeted,Dry mouth,0.2978241657566357,0.19443194763348365,0.4006899677080333,312.0151973875103,1.4899235002756925,1.4250695581245538,1.5577289010335806,1.4876525405624301,1.422897449587103,1.5553545914950189,4.607737038617254e-69,9.676247781096233e-66,2072800,4141,pass,pass,PRR is too low,pass,pass,4
Targeted,Mucosal infection,-0.885260243195772,-2.1077326074375544,0.35971611634878886,18.320366214566217,0.4017941042184222,0.26319581945988496,0.6133779119895557,0.4018128535007141,0.2632081012048516,0.6134065345987547,7.664871773070245e-06,0.016096230723447513,2072800,28,PRR 95% Confidence Interval is too low,ROR 95% Confidence Interval is too low,PRR is too low,pass,pass,2
Targeted,Prostatic pain,-1.4861642877859496,-3.423725417937691,0.5826594047680409,19.24419184048591,0.24003553549249781,0.12236161903094463,0.47087525284050974,0.240044042351076,0.12236595552631545,0.47089194065790174,3.52075351993588e-06,0.007393582391865348,2072800,10,PRR 95% Confidence Interval is too low,ROR 95% Confidence Interval is too low,PRR is too low,pass,pass,2
Targeted,Nephrotic syndrome,-0.13469901703945272,-0.4213770839642269,0.15036051292897834,8.112952132909088,0.8531614821223432,0.7655485398881156,0.9508012577276593,0.8532500761987586,0.7656280360529844,0.9508999909230134,0.004193332758790853,8.805998793460793,2072800,539,PRR 95% Confidence Interval is too low,ROR 95% Confidence Interval is too low,PRR is too low,pass,P-value is too high,1
Targeted,Kyphosis,-1.173995159360916,-2.281843619898016,-0.035829544091218635,40.8307279309088,0.3116976646070611,0.21449885907576866,0.45294149600663924,0.3117238605531334,0.2145168861615731,0.4529795624805034,1.7740566822459064e-11,3.7255190327164033e-08,2072800,34,PRR 95% Confidence Interval is too low,ROR 95% Confidence Interval is too low,PRR is too low,BCPNN 95% Confidence Interval is too low,pass,1
Targeted,Small intestinal perforation,-1.0606405982468146,-1.635458929767656,-0.47894898781235995,129.26662785433766,0.34374419029961456,0.28361610390559366,0.4166197431584108,0.3438404224929428,0.28369550306494606,0.416736377076305,1.3418785842973216e-32,2.8179450270243754e-29,2072800,131,PRR 95% Confidence Interval is too low,ROR 95% Confidence Interval is too low,PRR is too low,BCPNN 95% Confidence Interval is too low,pass,1
Targeted,Ear and labyrinth disorders - Other specify,0.15820121259679418,0.06379575063181771,0.2522617658629941,105.19944054674797,1.2245241560015663,1.1779999191322887,1.2728858332484825,1.2232780771578189,1.1768011834683392,1.2715905414410134,1.508539553211873e-24,3.167933061744933e-21,2072800,4958,pass,pass,PRR is too low,pass,pass,4
Targeted,Lymphocele,-0.6222258373619782,-2.0340724115349893,0.798862134756361,6.370301695486759,0.5134160969531615,0.310139288721457,0.8499280748894721,0.5134275350286902,0.3101461981203439,0.8499470099045062,0.009844853613675703,20.674192588718974,2072800,21,PRR 95% Confidence Interval is too low,ROR 95% Confidence Interval is too low,PRR is too low,pass,P-value is too high,1
Targeted,Anosmia,0.5511090223590018,0.20523854713858264,0.8886224814866142,97.07581823366775,2.2629480691675394,1.9162258915065946,2.672406205576766,2.2624150991588907,1.9157745815786806,2.6717767999010875,7.585437510403976e-23,1.592941877184835e-19,2072800,377,pass,pass,pass,pass,pass,5
Targeted,Dry eye,0.14590068829068858,-0.018654954578699562,0.30943201591585645,29.328422548593835,1.203799816835141,1.1257739130579167,1.2872335930009833,1.2034261422041421,1.1254244586505753,1.2868340194745989,6.652910755994874e-08,0.00013971112587589236,2072800,1638,pass,pass,PRR is too low,pass,pass,4
Targeted,Pulmonary hypertension,-0.07722563078071185,-0.3306704518300889,0.17473368047518087,3.3871760871664103,0.9118109051902804,0.8274702337370132,1.004748077848265,0.9118790197420754,0.8275320478300163,1.004823135038961,0.06525018295905274,137.02538421401076,2072800,690,pass,pass,PRR is too low,pass,P-value is too high,3
Targeted,Psychiatric disorders - Other specify,-0.20803604580510177,-0.2515675341513717,-0.16453211694213657,869.3832385042269,0.7801174525600117,0.7673182751761032,0.7931301253694882,0.7857902846966168,0.7728980346804434,0.7988975826272907,1.4319685544951457e-193,3.0071339644398057e-190,2072800,23048,PRR 95% Confidence Interval is too low,ROR 95% Confidence Interval is too low,PRR is too low,BCPNN 95% Confidence Interval is too low,pass,1
Targeted,Rectal stenosis,-3.1076526645322198,-6.473559024099557,1.1980982893883336,22.147851360262475,0.0694843501186865,0.016762855247991485,0.2880222277165285,0.06948643331215357,0.016763357811093577,0.28803086284115914,1.3234168458219772e-07,0.00027791753762261524,2072800,2,PRR 95% Confidence Interval is too low,ROR 95% Confidence Interval is too low,PRR is too low,pass,pass,2
Targeted,Atrial flutter,0.04296681411330155,-0.23404370108387715,0.31762133025537187,0.8508147508216591,1.0544080254289372,0.945258975848415,1.1761605152609929,1.0543727625751744,0.9452273632959406,1.1761211806056688,0.34179610767865193,717.7718261251691,2072800,579,pass,pass,PRR is too low,pass,P-value is too high,3
Targeted,Cystitis noninfective,-1.0565784799379507,-2.016062599613931,-0.0778727570351202,44.430142999427964,0.3450295856091331,0.24939969145469917,0.4773278356971564,0.3450633108796717,0.24942406928320246,0.47737449259577003,3.16168509813112e-12,6.639538706075352e-09,2072800,46,PRR 95% Confidence Interval is too low,ROR 95% Confidence Interval is too low,PRR is too low,BCPNN 95% Confidence Interval is too low,pass,1
Targeted,Anorectal infection,-0.5282283473524936,-1.8064156843720003,0.7507889271730738,5.667456389854625,0.5627134709553613,0.35556496862614695,0.8905445652256118,0.5627261976426863,0.3555730103106151,0.8905647063503859,0.012708442144753635,26.687728503982633,2072800,26,PRR 95% Confidence Interval is too low,ROR 95% Confidence Interval is too low,PRR is too low,pass,P-value is too high,1
Targeted,Ileal stenosis,-1.3706870703660137,-3.636760171572539,1.061145916532901,10.91219086482348,0.2640426798963002,0.11728290436618204,0.5944475640639323,0.26404844658618354,0.11728546582381594,0.5944605467936759,0.0004564184251047802,0.9584786927200385,2072800,7,PRR 95% Confidence Interval is too low,ROR 95% Confidence Interval is too low,PRR is too low,pass,P-value is too high,1
Targeted,Pharyngitis,-0.1113950662180366,-0.45073869169217307,0.22552507291308652,3.908172387109506,0.8763143855857999,0.7703525478247858,0.996851252784174,0.8763676891006955,0.7703994060062596,0.9969118881868052,0.0473006760434759,99.3314196912994,2072800,385,PRR 95% Confidence Interval is too low,ROR 95% Confidence Interval is too low,PRR is too low,pass,P-value is too high,1
Targeted,Nervous system disorders - Other specify,-0.13341441782117608,-0.1573750355869045,-0.10946331210878767,1226.9786255975112,0.8413299152826251,0.8332285618653386,0.8495100369157358,0.8545021138967199,0.8462739224408506,0.8628103067951945,8.342712113017769e-271,1.7519695437337314e-267,2072800,74163,PRR 95% Confidence Interval is too low,ROR 95% Confidence Interval is too low,PRR is too low,BCPNN 95% Confidence Interval is too low,pass,1
Targeted,Fatigue,0.23161618690659613,0.2061390051070557,0.25706593101648095,3192.317546451258,1.3806466040182406,1.3652305460317045,1.3962367387162413,1.3525623833399547,1.3374599088390282,1.3678353935964158,0.0,0.0,2072800,65912,pass,pass,PRR is too low,pass,pass,4
